Country,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
Democratic People's Republic of Korea,2002-01-01,Developing,67.6,167.0,14,3.08,0.0,80.94046121593291,0,26.2,18,99.0,5.9381895280235995,64.0,0.1,7483.158469138474,12753375.120052494,5.9,5.9,0.6275510645976182,11.992792792792793
Democratic People's Republic of Korea,2001-01-01,Developing,66.6,177.0,16,2.53,0.0,80.94046121593291,0,25.7,21,98.0,5.9381895280235995,62.0,0.1,7483.158469138474,12753375.120052494,5.9,6.0,0.6275510645976182,11.992792792792793
Democratic People's Republic of Korea,2000-01-01,Developing,65.4,192.0,18,3.52,0.0,80.94046121593291,0,25.2,25,93.0,5.9381895280235995,56.0,0.1,7483.158469138474,12753375.120052494,6.0,6.0,0.6275510645976182,11.992792792792793
Denmark,2015-01-01,Developed,86.0,71.0,0,4.602860787172012,0.0,80.94046121593291,9,58.8,0,93.0,5.9381895280235995,93.0,0.1,5314.64416,5683483.0,1.1,0.9,0.923,19.2
Denmark,2012-01-01,Developed,80.0,76.0,0,9.26,928.4170785,80.94046121593291,2,57.7,0,94.0,1.98,94.0,0.1,5857.521,5591572.0,1.1,0.9,0.922,18.4
Denmark,2006-01-01,Developed,78.1,93.0,0,11.02,850.9544783,80.94046121593291,27,55.4,0,93.0,9.92,93.0,0.1,5226.99311,5437272.0,1.2,0.9,0.902,16.9
Denmark,2003-01-01,Developed,77.3,11.0,0,11.54,650.9813544,80.94046121593291,0,53.9,0,96.0,9.51,96.0,0.1,4458.7764,539574.0,1.2,1.0,0.882,16.3
Denmark,2001-01-01,Developed,77.0,12.0,0,11.56,530.4832336,80.94046121593291,11,52.8,0,97.0,9.1,97.0,0.1,3751.64946,5358783.0,1.3,1.0,0.862,16.2
Denmark,2000-01-01,Developed,76.9,12.0,0,11.69,508.7496912,80.94046121593291,14,52.2,0,97.0,8.7,97.0,0.1,3743.55917,5339616.0,1.3,1.0,0.86,16.5
Dominica,2013-01-01,Developing,69.22493169398908,164.79644808743168,0,0.01,11.41955507,96.0,0,58.4,0,96.0,5.58,96.0,0.1,722.75665,12753375.120052494,2.7,2.6,0.721,12.7
Dominican Republic,2015-01-01,Developing,73.9,152.0,6,4.602860787172012,0.0,81.0,0,58.9,7,87.0,5.9381895280235995,85.0,0.3,6468.471648,1528394.0,3.3,3.2,0.718,13.2
Dominican Republic,2012-01-01,Developing,72.1,174.0,6,5.93,857.1307037,74.0,0,55.8,7,85.0,4.26,85.0,0.4,5968.876767,115495.0,3.3,3.2,0.706,13.1
Dominican Republic,2010-01-01,Developing,72.7,166.0,6,6.02,664.5585242,83.0,0,53.6,8,85.0,4.6,88.0,0.9,5451.6696,9897985.0,3.3,3.3,0.697,12.9
Dominican Republic,2008-01-01,Developing,73.3,161.0,6,6.12,49.09241952,81.0,0,51.5,8,86.0,4.2,82.0,1.4,511.37937,963652.0,3.4,3.3,0.692,12.8
Dominican Republic,2007-01-01,Developing,72.9,164.0,6,6.05,74.8217488,81.0,0,5.4,8,86.0,4.34,85.0,1.6,4647.31359,954353.0,3.4,3.4,0.685,12.7
Dominican Republic,2006-01-01,Developing,72.3,178.0,7,6.2,352.9551269,84.0,0,49.3,8,88.0,4.34,89.0,1.8,3836.468771,9371338.0,3.5,3.4,0.677,12.6
Ecuador,2015-01-01,Developing,76.2,118.0,6,4.602860787172012,0.0,78.0,0,54.2,7,84.0,5.9381895280235995,78.0,0.1,625.62224,16144368.0,1.2,1.1,0.739,14.0
Ecuador,2014-01-01,Developing,76.0,121.0,6,3.82,79.11626341,83.0,0,53.5,7,84.0,9.16,83.0,0.1,6432.216537,1593112.0,1.2,1.1,0.737,14.0
Ecuador,2013-01-01,Developing,76.0,121.0,6,3.77,59.12850204,87.0,0,52.8,8,87.0,7.29,87.0,0.1,674.9829,15661547.0,1.3,1.1,0.725,13.4
Ecuador,2012-01-01,Developing,75.5,127.0,7,3.92,41.88087712,88.0,72,52.1,8,85.0,6.48,87.0,0.1,572.14313,15419666.0,1.3,1.2,0.717,13.3
Ecuador,2011-01-01,Developing,75.3,131.0,7,3.99,344.7412164,88.0,257,51.4,8,85.0,5.92,88.0,0.1,5223.351763,15177355.0,1.3,1.2,0.71,13.2
Ecuador,2009-01-01,Developing,75.1,137.0,7,3.87,282.1440066,91.0,0,5.0,8,91.0,5.58,94.0,0.1,4255.56571,14691275.0,1.3,1.2,0.702,13.1
Ecuador,2008-01-01,Developing,74.6,139.0,7,3.76,197.9303077,93.0,1,49.3,9,94.0,5.66,96.0,0.1,4274.95265,14447562.0,1.3,1.2,0.698,13.0
Ecuador,2007-01-01,Developing,74.7,14.0,7,3.63,19.60467787,94.0,0,48.6,9,95.0,5.94,96.0,0.2,359.71886,1425453.0,1.4,1.3,0.696,12.9
Ecuador,2006-01-01,Developing,74.4,144.0,8,3.52,19.13983284,96.0,0,47.9,9,92.0,5.86,96.0,0.3,335.786541,1396748.0,1.4,1.3,0.693,12.8
Ecuador,2005-01-01,Developing,74.2,151.0,8,3.54,18.09317114,92.0,0,47.2,9,89.0,5.87,92.0,0.3,321.942547,13735233.0,1.4,1.3,0.688,12.8
Ecuador,2003-01-01,Developing,74.4,151.0,8,3.69,18.26183281,82.0,0,45.8,10,97.0,6.46,87.0,0.3,244.46898,1328961.0,1.5,1.4,0.679,12.6
Ecuador,2002-01-01,Developing,73.6,157.0,8,3.88,187.3843511,75.0,0,45.1,10,88.0,4.62,88.0,0.3,2183.966796,13726.0,1.5,1.4,0.675,12.5
Egypt,2013-01-01,Developing,79.0,159.0,54,0.21,0.0,97.0,405,59.4,63,97.0,5.46,97.0,0.1,7483.158469138474,12753375.120052494,2.9,2.8,0.681,12.8
Egypt,2012-01-01,Developing,72.0,165.0,54,0.23,0.0,93.0,245,58.6,64,93.0,5.29,93.0,0.1,7483.158469138474,12753375.120052494,2.9,2.8,0.673,12.4
Egypt,2011-01-01,Developing,74.0,168.0,55,0.22,0.0,96.0,26,57.8,64,96.0,5.4,96.0,0.1,7483.158469138474,12753375.120052494,2.9,2.9,0.671,12.4
Egypt,2010-01-01,Developing,70.0,173.0,54,0.22,0.0,97.0,16,57.0,64,97.0,4.8,97.0,0.1,7483.158469138474,12753375.120052494,3.0,2.9,0.665,12.2
Egypt,2009-01-01,Developing,69.9,174.0,54,0.21,0.0,97.0,608,56.2,64,97.0,5.1,97.0,0.1,7483.158469138474,12753375.120052494,3.0,3.0,0.659,12.0
Egypt,2008-01-01,Developing,69.8,172.0,54,0.24,0.0,97.0,668,55.5,65,97.0,4.82,97.0,0.1,7483.158469138474,12753375.120052494,3.1,3.0,0.651,11.9
El Salvador,2015-01-01,Developing,73.5,178.0,2,4.602860787172012,0.0,91.0,0,56.1,2,92.0,5.9381895280235995,91.0,0.2,4127.11775,6312478.0,1.6,1.5,0.678,13.2
El Salvador,2014-01-01,Developing,73.3,181.0,2,2.52,665.7260253,93.0,0,55.4,2,93.0,6.77,94.0,0.2,3988.771871,6281189.0,1.6,1.6,0.676,13.2
El Salvador,2013-01-01,Developing,73.0,184.0,2,2.42,653.6925016,92.0,0,54.7,2,92.0,6.95,92.0,0.2,3895.664491,625777.0,1.6,1.6,0.675,13.2
El Salvador,2012-01-01,Developing,73.0,181.0,2,2.48,591.7757569,92.0,0,54.1,2,93.0,6.7,92.0,0.3,3827.786267,6221246.0,1.6,1.6,0.67,13.2
El Salvador,2010-01-01,Developing,72.0,191.0,2,2.36,469.3904193,89.0,0,52.8,2,89.0,6.91,89.0,0.3,3474.392445,6164626.0,1.7,1.6,0.662,12.9
El Salvador,2009-01-01,Developing,71.4,23.0,2,2.55,416.4338399,91.0,0,52.1,2,91.0,6.83,91.0,0.3,3366.482133,6137276.0,1.7,1.6,0.662,12.8
El Salvador,2008-01-01,Developing,71.7,194.0,2,2.68,53.95949877,98.0,0,51.4,3,98.0,6.21,98.0,0.3,357.347674,61131.0,1.8,1.7,0.659,13.4
El Salvador,2007-01-01,Developing,71.2,23.0,2,2.83,52.30172215,99.0,0,5.8,3,99.0,6.32,99.0,0.3,334.83817,683475.0,1.8,1.7,0.657,12.9
El Salvador,2006-01-01,Developing,75.0,211.0,3,2.77,57.74562629,96.0,0,5.1,3,96.0,6.68,96.0,0.2,362.951768,656478.0,1.8,1.7,0.651,12.9
El Salvador,2005-01-01,Developing,71.0,213.0,3,2.77,440.6027042,89.0,0,49.4,3,89.0,7.19,89.0,0.2,2835.281237,628961.0,1.9,1.8,0.644,12.7
El Salvador,2003-01-01,Developing,69.9,29.0,3,3.1,400.1342971,94.0,0,47.8,4,93.0,7.61,94.0,0.3,2519.737387,5971535.0,2.0,1.9,0.628,12.0
El Salvador,2002-01-01,Developing,73.0,24.0,3,2.97,29.68529375,81.0,0,47.0,4,81.0,7.9,81.0,0.4,248.4125,59433.0,2.0,1.9,0.621,11.8
El Salvador,2001-01-01,Developing,68.9,219.0,4,2.88,332.1056586,75.0,2,46.2,4,94.0,8.2,92.0,0.4,2338.772244,595962.0,2.1,2.0,0.615,11.6
El Salvador,2000-01-01,Developing,69.0,218.0,4,2.79,353.6690328,99.0,0,45.3,5,98.0,8.17,99.0,0.4,2238.4116,5867626.0,2.1,2.0,0.607,11.3
Eritrea,2015-01-01,Developing,64.7,255.0,5,4.602860787172012,0.0,95.0,198,18.6,7,95.0,5.9381895280235995,95.0,0.4,7483.158469138474,12753375.120052494,8.4,8.2,0.418,5.0
Eritrea,2014-01-01,Developing,64.4,261.0,5,0.01,0.0,94.0,127,18.0,8,94.0,3.34,94.0,0.4,7483.158469138474,12753375.120052494,8.5,8.3,0.416,5.0
Eritrea,2013-01-01,Developing,64.0,266.0,6,0.01,0.0,94.0,45,17.5,8,94.0,3.1,94.0,0.5,7483.158469138474,12753375.120052494,8.6,8.4,0.414,5.0
Eritrea,2012-01-01,Developing,63.6,274.0,6,0.01,0.0,94.0,194,17.0,8,94.0,2.98,94.0,0.6,7483.158469138474,12753375.120052494,8.7,8.6,0.41,5.0
Eritrea,2011-01-01,Developing,62.9,286.0,6,0.62,20.97991915,96.0,48,16.5,8,96.0,3.6,96.0,0.7,582.775532,447469.0,8.8,8.7,0.405,5.0
Eritrea,2009-01-01,Developing,61.4,311.0,6,0.63,1.575160196,92.0,82,15.5,9,92.0,3.3,92.0,1.0,43.7544499,431334.0,9.0,8.9,0.402,5.2
Eritrea,2008-01-01,Developing,67.0,322.0,6,0.49,11.76572311,94.0,0,15.1,9,94.0,3.69,94.0,1.1,326.825642,4232636.0,9.1,9.1,0.406,5.2
Eritrea,2007-01-01,Developing,62.0,329.0,6,1.23,11.42385961,91.0,55,14.7,9,91.0,3.29,91.0,1.3,317.3294336,4153332.0,9.2,9.2,0.405,5.3
Eritrea,2006-01-01,Developing,59.7,336.0,7,0.97,10.60269773,94.0,128,14.3,9,94.0,3.3,94.0,1.4,297.828588,466648.0,9.3,9.3,0.405,5.3
Estonia,2015-01-01,Developing,77.6,119.0,0,4.602860787172012,0.0,91.0,4,59.9,0,93.0,5.9381895280235995,93.0,0.1,1774.9291,131547.0,1.9,1.9,0.863,16.5
Estonia,2013-01-01,Developing,76.9,127.0,0,0.01,261.2914808,93.0,2,59.0,0,94.0,6.48,94.0,0.1,1929.7746,1317997.0,1.9,1.9,0.856,16.5
Estonia,2006-01-01,Developing,73.0,188.0,0,16.58,244.3510801,95.0,27,55.9,0,95.0,5.1,95.0,0.1,12595.4165,134681.0,2.1,2.2,0.822,16.1
Estonia,2005-01-01,Developing,72.8,189.0,0,15.52,153.5045263,95.0,2,55.5,0,96.0,5.2,96.0,0.1,1338.31322,1354775.0,2.1,2.2,0.812,15.9
Estonia,2003-01-01,Developing,71.9,199.0,0,11.64,132.7233922,80.94046121593291,0,54.9,0,95.0,4.92,94.0,0.1,7174.237415,13772.0,2.2,2.3,0.798,15.6
Estonia,2002-01-01,Developing,71.2,211.0,0,11.48,7.806042825,80.94046121593291,0,54.6,0,94.0,4.84,94.0,0.1,538.347781,137935.0,2.3,2.4,0.791,15.4
Estonia,2001-01-01,Developing,78.0,225.0,0,0.01,88.62945822,80.94046121593291,0,54.3,0,94.0,4.85,94.0,0.1,4498.95727,1388115.0,2.4,2.5,0.781,15.0
Estonia,2000-01-01,Developing,78.0,218.0,0,0.01,5.34809451,80.94046121593291,9,54.0,0,93.0,5.28,93.0,0.1,47.32827,1396985.0,2.5,2.5,0.764,14.4
Fiji,2015-01-01,Developing,69.9,188.0,0,4.602860787172012,0.0,99.0,0,62.7,0,99.0,5.9381895280235995,99.0,0.1,4921.89629,892149.0,4.0,3.7,0.734,15.3
Fiji,2014-01-01,Developing,69.7,19.0,0,0.01,50.539484,99.0,0,61.9,0,99.0,4.49,99.0,0.1,546.3728,88586.0,4.0,3.7,0.727,15.2
Fiji,2013-01-01,Developing,69.6,192.0,0,0.01,460.6487805,99.0,0,61.1,0,99.0,4.26,99.0,0.1,4763.68956,879715.0,4.0,3.7,0.719,15.0
Fiji,2012-01-01,Developing,69.4,195.0,0,0.01,431.4854874,99.0,0,6.2,0,99.0,4.16,99.0,0.1,4546.73854,873596.0,4.0,3.7,0.714,14.9
Fiji,2011-01-01,Developing,69.2,197.0,0,0.01,401.7931045,99.0,0,59.5,0,99.0,4.6,99.0,0.1,4353.121392,86786.0,4.0,3.7,0.709,14.7
Fiji,2010-01-01,Developing,69.1,2.0,0,2.25,62.08343533,99.0,0,58.7,0,99.0,4.23,99.0,0.1,3651.966784,85995.0,4.0,3.7,0.706,14.6
Fiji,2009-01-01,Developing,68.9,23.0,0,2.31,60.65068446,99.0,1,58.0,0,99.0,4.26,99.0,0.1,3369.48247,851967.0,4.0,3.7,0.704,14.5
Fiji,2008-01-01,Developing,68.7,26.0,0,1.95,81.04656111,99.0,0,57.3,0,99.0,3.68,99.0,0.1,4177.657789,84334.0,4.0,3.7,0.7,14.3
Fiji,2007-01-01,Developing,68.6,29.0,0,2.09,5.889526221,99.0,0,56.6,0,99.0,3.74,99.0,0.1,478.82327,834812.0,4.1,3.8,0.698,14.2
Fiji,2006-01-01,Developing,68.5,211.0,0,2.06,52.1241634,99.0,136,55.9,0,98.0,3.84,98.0,0.1,3749.939813,827411.0,4.1,3.8,0.695,14.0
Fiji,2005-01-01,Developing,68.3,214.0,0,2.02,64.39203443,99.0,0,55.1,0,97.0,3.61,96.0,0.1,3658.63832,821817.0,4.1,3.8,0.699,13.9
Fiji,2004-01-01,Developing,68.1,218.0,0,1.63,43.99452464,99.0,37,54.2,0,96.0,3.61,95.0,0.1,3332.918533,818354.0,4.2,3.9,0.691,13.4
Fiji,2003-01-01,Developing,68.0,22.0,0,1.76,253.8196705,99.0,305,53.2,0,95.0,3.35,94.0,0.1,2835.973972,816628.0,4.2,3.9,0.689,13.3
Fiji,2002-01-01,Developing,67.9,22.0,0,1.85,206.071686,99.0,304,52.2,0,94.0,3.48,93.0,0.1,2259.55796,815691.0,4.2,3.9,0.687,13.3
Fiji,2001-01-01,Developing,67.8,221.0,0,1.93,20.7119129,98.0,17,51.2,0,92.0,3.28,91.0,0.1,238.891729,814218.0,4.3,4.0,0.683,13.2
Finland,2015-01-01,Developing,81.1,76.0,0,4.602860787172012,0.0,80.94046121593291,2,62.1,0,97.0,5.9381895280235995,97.0,0.1,4245.39744,5479531.0,0.9,0.8,0.893,17.0
Finland,2011-01-01,Developing,83.0,86.0,0,9.81,71.01620838,80.94046121593291,27,6.6,0,99.0,9.1,99.0,0.1,579.72415,5388272.0,0.9,0.8,0.878,16.9
Finland,2010-01-01,Developing,79.9,89.0,0,9.72,591.6691405,80.94046121593291,5,6.2,0,99.0,9.5,99.0,0.1,4622.41516,5363352.0,0.9,0.8,0.874,16.8
Finland,2009-01-01,Developing,79.7,91.0,0,9.96,579.7384368,80.94046121593291,2,59.8,0,99.0,9.2,99.0,0.1,4717.15571,5338871.0,0.9,0.8,0.878,17.0
Finland,2008-01-01,Developing,79.6,94.0,0,10.26,678.88112,80.94046121593291,5,59.4,0,97.0,8.35,99.0,0.1,5341.31487,5313399.0,0.9,0.8,0.876,17.1
Finland,2006-01-01,Developing,79.2,96.0,0,10.15,524.7775227,80.94046121593291,0,58.6,0,97.0,8.38,97.0,0.1,4112.67651,5266268.0,0.9,0.8,0.869,17.2
France,2012-01-01,Developing,81.5,83.0,3,11.5,751.3793553,78.0,0,61.1,3,99.0,11.44,99.0,0.1,4838.2444,6565979.0,0.6,0.6,0.885,16.1
Gambia,2015-01-01,Developing,61.1,262.0,3,4.602860787172012,0.0,97.0,71,27.3,5,96.0,5.9381895280235995,97.0,1.7,7483.158469138474,12753375.120052494,7.3,7.2,0.45,8.9
Gambia,2014-01-01,Developing,68.0,266.0,3,0.01,0.0,96.0,1,26.7,5,97.0,7.34,96.0,1.7,7483.158469138474,12753375.120052494,7.5,7.3,0.449,8.9
Gambia,2013-01-01,Developing,66.0,266.0,3,0.01,0.0,97.0,0,26.0,5,96.0,6.49,97.0,1.6,7483.158469138474,12753375.120052494,7.6,7.5,0.445,8.9
Gambia,2012-01-01,Developing,62.0,269.0,3,0.01,0.0,98.0,0,25.4,5,98.0,6.12,98.0,1.4,7483.158469138474,12753375.120052494,7.8,7.7,0.44,8.8
Gambia,2011-01-01,Developing,59.8,277.0,3,3.41,0.0,96.0,0,24.8,5,95.0,6.24,96.0,1.8,7483.158469138474,12753375.120052494,8.0,7.9,0.441,8.7
Georgia,2015-01-01,Developing,74.4,129.0,1,4.602860787172012,0.0,94.0,431,56.2,1,91.0,5.9381895280235995,94.0,0.1,3764.64912,37171.0,2.7,2.8,0.768,13.9
Georgia,2012-01-01,Developing,74.2,13.0,1,7.71,158.2576025,92.0,31,53.6,1,93.0,8.57,92.0,0.1,4142.869175,3825.0,2.6,2.8,0.749,13.4
Georgia,2011-01-01,Developing,73.9,127.0,1,8.14,198.94876,89.0,64,52.8,1,88.0,9.38,94.0,0.1,3725.63221,3875.0,2.6,2.8,0.742,13.3
Georgia,2010-01-01,Developing,73.8,132.0,1,7.24,194.1732658,95.0,22,52.0,1,88.0,1.5,92.0,0.1,2964.47734,3926.0,2.6,2.8,0.738,13.3
Georgia,2007-01-01,Developing,74.4,12.0,1,8.65,106.164686,94.0,44,49.9,1,88.0,8.17,98.0,0.1,2492.12878,482.0,2.7,2.9,0.722,12.5
Georgia,2006-01-01,Developing,73.9,126.0,1,6.18,110.1138286,84.0,334,49.2,1,89.0,8.39,88.0,0.1,1872.68416,4136.0,2.7,2.9,0.714,12.6
Georgia,2001-01-01,Developing,73.0,121.0,2,2.76,57.10318825,61.0,35,46.5,2,83.0,7.82,87.0,0.1,733.974142,43864.0,3.0,3.1,0.673,11.7
Germany,2014-01-01,Developed,89.0,69.0,2,11.03,941.7562909,88.0,443,61.9,3,94.0,11.3,95.0,0.1,4792.65288,89825.0,1.1,1.1,0.92,17.0
Germany,2012-01-01,Developed,86.0,71.0,2,11.18,839.91332,88.0,166,6.9,3,94.0,1.99,95.0,0.1,4465.24891,8425823.0,1.1,1.1,0.916,16.9
Ghana,2015-01-01,Developing,62.4,249.0,37,4.602860787172012,0.0,88.0,23,28.6,52,88.0,5.9381895280235995,88.0,0.7,1361.11395,27582821.0,6.2,6.1,0.575,11.4
Ghana,2014-01-01,Developing,62.1,253.0,37,0.01,97.67794571,98.0,124,28.0,54,93.0,3.56,98.0,0.8,1432.227943,26962563.0,6.4,6.3,0.576,11.7
Ghana,2011-01-01,Developing,61.2,263.0,40,1.64,225.2219474,91.0,120,26.1,58,91.0,4.81,91.0,1.3,1574.978653,25121796.0,6.9,6.8,0.554,10.9
Greece,2015-01-01,Developing,81.0,72.0,0,4.602860787172012,0.0,96.0,1,66.5,0,99.0,5.9381895280235995,99.0,0.1,187.78991,182883.0,0.8,0.7,0.865,17.2
Greece,2009-01-01,Developing,80.0,78.0,0,9.08,372.6854142,95.0,2,63.1,0,99.0,9.76,99.0,0.1,2971.973,111717.0,0.8,0.7,0.857,16.2
Greece,2006-01-01,Developing,79.7,77.0,0,9.42,318.5806628,94.0,0,61.2,1,98.0,9.34,98.0,0.1,2481.15781,112362.0,0.8,0.7,0.85,16.3
Greece,2002-01-01,Developing,79.0,81.0,1,8.09,160.8897265,91.0,5,58.6,1,92.0,8.72,92.0,0.1,1411.31339,19222.0,0.8,0.8,0.811,14.6
Greece,2000-01-01,Developing,78.2,84.0,1,8.48,122.1823517,89.0,56,57.4,1,89.0,7.6,89.0,0.1,1242.95373,18588.0,0.9,0.8,0.794,13.9
Grenada,2015-01-01,Developing,73.6,142.0,0,4.602860787172012,0.0,92.0,0,48.4,0,99.0,5.9381895280235995,92.0,0.1,9212.192824,12753375.120052494,3.8,3.8,0.751,15.8
Grenada,2014-01-01,Developing,73.5,143.0,0,8.42,789.2764615,97.0,0,47.4,0,81.0,6.1,97.0,0.1,8569.776998,12753375.120052494,3.8,3.8,0.749,15.8
Grenada,2013-01-01,Developing,73.3,144.0,0,8.25,780.4459281,97.0,0,46.5,0,98.0,6.15,97.0,0.1,7955.615985,12753375.120052494,3.8,3.8,0.746,15.8
Grenada,2012-01-01,Developing,73.1,146.0,0,8.07,865.9999782,97.0,0,45.6,0,98.0,6.36,97.0,0.1,7583.1872,12753375.120052494,3.8,3.8,0.744,15.8
Grenada,2011-01-01,Developing,72.9,15.0,0,7.84,11.56715633,94.0,0,44.7,0,95.0,6.35,95.0,0.1,741.48438,12753375.120052494,3.8,3.8,0.741,15.8
Guatemala,2014-01-01,Developing,71.7,187.0,10,1.88,657.5282797,73.0,0,49.9,13,65.0,6.2,73.0,0.4,3687.763767,15923559.0,1.2,1.2,0.614,10.7
Guatemala,2013-01-01,Developing,71.4,189.0,11,1.93,582.1469583,85.0,0,49.3,13,84.0,6.3,85.0,0.4,3452.828934,15596214.0,1.2,1.2,0.611,10.7
Guatemala,2012-01-01,Developing,71.3,189.0,11,2.02,484.7187892,96.0,0,48.6,13,94.0,6.33,96.0,0.4,3299.65139,1527156.0,1.2,1.2,0.616,10.6
Guatemala,2011-01-01,Developing,71.1,193.0,11,2.16,457.7745845,88.0,0,47.9,14,88.0,6.28,88.0,0.4,3187.845296,14948919.0,1.2,1.2,0.609,10.5
Guatemala,2010-01-01,Developing,77.0,196.0,12,2.14,443.3248254,94.0,0,47.2,14,94.0,6.64,94.0,0.4,2825.5247,1463417.0,1.3,1.3,0.602,10.5
Guatemala,2009-01-01,Developing,76.0,198.0,12,2.14,445.4423371,92.0,0,46.5,15,92.0,6.79,92.0,0.4,2635.753474,1431628.0,1.3,1.3,0.596,10.4
Guatemala,2008-01-01,Developing,79.0,19.0,13,2.21,472.2234994,95.0,0,45.9,15,96.0,6.65,95.0,0.4,2794.22189,146366.0,1.3,1.3,0.589,10.4
Guatemala,2007-01-01,Developing,75.0,192.0,13,2.4,380.9632429,85.0,0,45.2,16,85.0,6.86,85.0,0.4,2489.955836,137286.0,1.3,1.3,0.578,10.1
Guatemala,2005-01-01,Developing,69.2,28.0,14,2.35,41.50845637,87.0,0,43.8,18,87.0,6.79,87.0,0.4,277.83438,139628.0,1.4,1.4,0.567,9.6
Guatemala,2004-01-01,Developing,69.6,21.0,15,2.4,288.4016258,80.94046121593291,0,43.1,18,88.0,6.77,87.0,0.4,1872.73783,12796925.0,1.4,1.4,0.564,9.3
Guatemala,2003-01-01,Developing,69.4,24.0,15,2.45,249.3262948,80.94046121593291,0,42.4,19,84.0,6.88,84.0,0.4,1753.349471,125478.0,1.4,1.4,0.56,9.0
Guatemala,2002-01-01,Developing,69.3,21.0,16,2.41,25.25040918,80.94046121593291,0,41.7,20,82.0,6.71,82.0,0.3,171.771491,1228848.0,1.5,1.5,0.553,8.8
Guatemala,2001-01-01,Developing,68.4,211.0,16,2.53,225.0619956,80.94046121593291,0,41.1,20,78.0,6.76,77.0,0.3,1568.376276,11924946.0,1.5,1.5,0.546,8.5
Guinea,2013-01-01,Developing,58.8,284.0,27,0.01,5.140668848,63.0,53,22.2,41,63.0,5.49,63.0,1.0,54.169324,11536615.0,7.7,7.6,0.406,8.5
Guyana,2015-01-01,Developing,66.2,215.0,0,4.602860787172012,0.0,95.0,0,46.7,1,92.0,5.9381895280235995,95.0,0.3,4136.689919,768514.0,5.5,5.3,0.638,10.3
Guyana,2014-01-01,Developing,66.0,217.0,0,7.64,4.141293345,98.0,0,45.9,1,97.0,5.25,98.0,0.3,43.82321,763393.0,5.5,5.3,0.636,10.3
Guyana,2013-01-01,Developing,65.9,218.0,0,7.56,345.9044258,98.0,0,45.0,1,98.0,5.1,98.0,0.3,3944.178173,75881.0,5.5,5.3,0.633,10.3
Guyana,2012-01-01,Developing,65.8,22.0,0,7.57,497.4719464,97.0,0,44.1,1,97.0,6.57,97.0,0.3,3785.935665,75391.0,5.6,5.3,0.63,10.6
Guyana,2011-01-01,Developing,65.6,229.0,0,7.56,536.2332523,93.0,0,43.2,1,93.0,6.8,93.0,0.4,3439.597513,7491.0,5.6,5.3,0.624,10.3
Guyana,2010-01-01,Developing,65.9,221.0,0,7.52,48.02859441,95.0,0,42.4,1,95.0,6.6,95.0,0.4,326.281212,746556.0,5.6,5.3,0.618,10.2
Guyana,2009-01-01,Developing,66.1,218.0,0,7.49,466.6693698,98.0,0,41.6,1,97.0,7.32,98.0,0.3,2716.35256,745693.0,5.6,5.4,0.618,10.5
Guyana,2008-01-01,Developing,66.3,218.0,1,7.32,493.3279293,93.0,0,4.9,1,93.0,7.46,93.0,0.8,2576.124957,746314.0,5.6,5.4,0.618,10.7
Guyana,2006-01-01,Developing,65.2,24.0,1,7.04,170.6325842,93.0,0,39.6,1,92.0,4.67,93.0,1.1,1945.6395,74961.0,5.7,5.5,0.622,11.7
Guyana,2005-01-01,Developing,65.0,238.0,1,7.35,17.46405901,93.0,0,39.0,1,93.0,5.83,93.0,1.8,198.455216,75946.0,5.7,5.5,0.619,11.4
Guyana,2000-01-01,Developing,65.4,246.0,1,6.63,16.75480888,80.94046121593291,0,35.7,1,79.0,5.85,88.0,1.1,946.599372,75331.0,5.9,5.8,0.602,10.9
Haiti,2013-01-01,Developing,62.7,253.0,14,5.68,4.989712322,68.0,0,47.7,19,67.0,8.1,68.0,0.5,81.265673,1431776.0,3.9,3.9,0.483,9.1
Haiti,2012-01-01,Developing,62.3,259.0,15,5.68,26.37942542,80.94046121593291,0,46.5,20,67.0,9.88,67.0,0.8,766.8437623,128921.0,3.9,3.9,0.477,8.9
Haiti,2011-01-01,Developing,62.3,259.0,15,5.68,4.106484317,80.94046121593291,0,45.3,20,67.0,1.41,68.0,1.5,74.9358452,114554.0,4.0,4.0,0.47,8.7
Honduras,2015-01-01,Developing,74.6,147.0,3,4.602860787172012,0.0,97.0,0,51.0,4,97.0,5.9381895280235995,97.0,0.3,2326.15856,896829.0,2.1,2.1,0.623,11.2
Honduras,2014-01-01,Developing,74.5,149.0,3,2.87,345.3776344,97.0,0,5.2,4,97.0,8.72,97.0,0.3,2242.711912,889216.0,2.1,2.1,0.618,11.4
Honduras,2013-01-01,Developing,74.3,15.0,4,3.11,311.7553193,97.0,0,49.3,4,97.0,9.15,97.0,0.4,2136.77395,8657785.0,2.2,2.1,0.614,11.6
Honduras,2012-01-01,Developing,74.1,151.0,4,3.11,363.5721644,97.0,0,48.4,4,97.0,9.78,97.0,0.4,2178.38325,855646.0,2.2,2.1,0.614,11.6
Honduras,2011-01-01,Developing,73.9,153.0,4,3.1,32.16407994,97.0,0,47.6,5,97.0,8.57,97.0,0.4,212.584798,83516.0,2.2,2.2,0.611,11.7
